,libellefrancais,domanialite,circonferenceencm,hauteurenm,espece,latitude,longitude,stadedeveloppement_A,stadedeveloppement_J,stadedeveloppement_JA,stadedeveloppement_M
3471,Platane,Alignement,110.0,15.0,x hispanica,48.8804371272,2.39626450938,1,0,0,0
3472,Platane,Alignement,100.0,15.0,x hispanica,48.882918547,2.37105018265,1,0,0,0
3474,Cerisier à fleurs,Alignement,75.0,4.0,serrulata,48.8768125531,2.39627553393,1,0,0,0
3476,Marronnier,Jardin,170.0,15.0,hippocastanum,48.89999363769999,2.373553165719999,1,0,0,0
3477,Pin,Jardin,80.0,6.0,nigra,48.9000826841,2.38952063658,1,0,0,0
3478,Fevier,Alignement,90.0,15.0,triacanthos f. Inermis,48.8846296572,2.39105377067,1,0,0,0
3479,Platane,Alignement,90.0,10.0,x hispanica,48.8882438941,2.39137220278,1,0,0,0
3481,Paulownia,Alignement,30.0,5.0,tomentosa,48.8896980425,2.395131217939999,0,1,0,0
3483,Sophora,Alignement,25.0,6.0,japonica,48.8728901556,2.37963217186,0,1,0,0
3484,Platane,Alignement,230.0,25.0,orientalis,48.8773212113,2.374014538839999,1,0,0,0
3485,Noisetier de Byzance,Alignement,60.0,5.0,colurna,48.8822192823,2.39455200798,0,0,1,0
3486,Chêne,Jardin,30.0,4.0,petraea,48.89998352919999,2.37801177057,0,1,0,0
3487,Platane,Alignement,165.0,25.0,x hispanica,48.8808100615,2.37034529573,0,0,0,1
3489,Peuplier,Alignement,35.0,4.0,nigra,48.89981899,2.38115558697,0,1,0,0
3490,Platane,Alignement,220.0,20.0,orientalis,48.876775189,2.37462509897,1,0,0,0
3491,Platane,Alignement,145.0,30.0,x hispanica,48.8841180417,2.39086312922,1,0,0,0
3493,Tilleul,Alignement,95.0,10.0,platyphyllos,48.88754654459999,2.37879243689,1,0,0,0
3494,Pin,Jardin,105.0,6.0,nigra,48.9000458724,2.38965946615,1,0,0,0
3495,Tilleul,Alignement,90.0,10.0,x europaea,48.88859101349999,2.37905327461,0,0,1,0
3496,Platane,Alignement,85.0,10.0,x hispanica,48.885593466,2.38124866147,0,0,1,0
3497,Micocoulier,Alignement,25.0,5.0,australis,48.8926592295,2.39470387236,0,1,0,0
3500,Peuplier,Alignement,35.0,4.0,nigra,48.9005825435,2.38064774832,0,1,0,0
3501,Peuplier,Alignement,115.0,15.0,x canadensis,48.886161998999995,2.37380123721,0,0,1,0
3505,Merisier,Alignement,50.0,6.0,avium,48.898543326399995,2.37323079783,0,1,0,0
3509,Peuplier,Alignement,90.0,15.0,x canadensis,48.885447433699994,2.37484982943,1,0,0,0
3510,Micocoulier,Alignement,95.0,10.0,australis,48.8920826088,2.37857106719,1,0,0,0
3511,Platane,Alignement,160.0,20.0,x hispanica,48.8876712441,2.39489837885,1,0,0,0
3512,Sophora,Alignement,140.0,15.0,japonica,48.8843179338,2.399135219489999,1,0,0,0
3513,Pin,DJS,80.0,10.0,nigra subsp. nigra,48.8908316105,2.39717721483,0,0,1,0
3515,Platane,Alignement,210.0,25.0,x hispanica,48.8832770561,2.39536794764,1,0,0,0
3516,Tilleul,Alignement,75.0,12.0,x europaea,48.87287297959999,2.37820071911,1,0,0,0
3518,Erable,Jardin,100.0,10.0,platanoides,48.8800664775,2.40084710659,1,0,0,0
3520,Sophora,Alignement,20.0,5.0,japonica,48.8997602734,2.3756367626099992,0,1,0,0
3521,Platane,Alignement,55.0,10.0,x hispanica,48.882844867699994,2.38959029381,0,1,0,0
3523,Platane,Alignement,225.0,25.0,orientalis,48.8765009517,2.3781219290099997,1,0,0,0
3525,Platane,Alignement,160.0,15.0,x hispanica,48.8988651298,2.37353875546,1,0,0,0
3526,Sophora,Alignement,80.0,10.0,japonica,48.8899798254,2.37594767476,1,0,0,0
3529,Erable,Alignement,140.0,20.0,pseudoplatanus,48.9016245746,2.38705425871,1,0,0,0
3531,Erable,Alignement,75.0,7.0,platanoides,48.8782347022,2.393040826449999,1,0,0,0
3532,Marronnier,Jardin,185.0,16.0,hippocastanum,48.8999744034,2.37519251065,1,0,0,0
3533,Marronnier,Alignement,125.0,15.0,hippocastanum,48.89450349039999,2.372880825639999,1,0,0,0
3534,Micocoulier,Alignement,90.0,10.0,australis,48.892539454399994,2.379165798419999,1,0,0,0
3537,Marronnier,Alignement,195.0,15.0,hippocastanum,48.896494013,2.37775656454,0,0,0,1
3538,Cerisier à fleurs,DJS,35.0,6.0,x subhirtella,48.8933047721,2.396973688909999,0,1,0,0
3541,Tilleul,Alignement,95.0,10.0,x europaea,48.88863544349999,2.378644815079999,0,0,1,0
3544,Marronnier,DASCO,145.0,13.0,hippocastanum,48.8894075828,2.37957253571,1,0,0,0
3545,Fevier,PERIPHERIQUE,55.0,6.0,triacanthos,48.9000181946,2.38535697653,0,1,0,0
3547,Platane,Alignement,210.0,20.0,orientalis,48.8790227005,2.38274179582,0,0,0,1
3549,Sophora,Alignement,75.0,10.0,japonica,48.89197164619999,2.3726028305,0,0,1,0
3550,Marronnier,Alignement,135.0,15.0,x carnea,48.8782613481,2.39764152481,1,0,0,0
3552,Platane,Alignement,205.0,20.0,x hispanica,48.89893943839999,2.37725792958,0,0,0,1
3553,Cerisier à fleurs,Alignement,35.0,5.0,serrulata,48.8986682865,2.37959203937,0,1,0,0
3554,Platane,Alignement,45.0,10.0,orientalis,48.8764474644,2.37499040219,0,0,1,0
3555,Sophora,Alignement,35.0,5.0,japonica,48.8887744497,2.37447308864,0,1,0,0
3557,Arbre de Judée,Alignement,60.0,5.0,siliquastrum,48.876084938700004,2.38921038271,0,0,1,0
3558,Tilleul,DASCO,130.0,12.0,tomentosa,48.8859445812,2.38080867963,1,0,0,0
3560,Charme,Alignement,25.0,5.0,betulus,48.8864639723,2.36818070155,0,1,0,0
3561,Micocoulier,PERIPHERIQUE,30.0,4.0,australis,48.88542808969999,2.39739120494,0,1,0,0
3563,Platane,Alignement,165.0,20.0,x hispanica,48.8870779831,2.397985663759999,1,0,0,0
3564,Platane,Alignement,75.0,10.0,x hispanica,48.898663711,2.37471080715,0,0,1,0
3565,Platane,Alignement,40.0,5.0,x hispanica,48.8986328046,2.37315619942,0,1,0,0
3566,Peuplier,Alignement,115.0,20.0,x canadensis,48.886911286,2.37766092657,1,0,0,0
3567,Tilleul,Alignement,60.0,10.0,cordata,48.8765909318,2.39416800279,1,0,0,0
3569,Tilleul,DASCO,105.0,8.0,x europaea,48.88730339239999,2.39883293335,1,0,0,0
3571,Erable,Alignement,60.0,5.0,campestre,48.8837054117,2.37741282102,0,1,0,0
3572,Micocoulier,Alignement,115.0,10.0,australis,48.892248934899996,2.37891716655,1,0,0,0
3573,Peuplier,Alignement,155.0,20.0,x canadensis,48.8859780489,2.3734295099000002,1,0,0,0
3574,Platane,Alignement,95.0,5.0,x hispanica,48.8892497893,2.39427631635,1,0,0,0
3575,Platane,PERIPHERIQUE,50.0,7.0,x hispanica,48.9001030178,2.37136073451,0,1,0,0
3578,Erable,Alignement,110.0,8.0,saccharinum,48.886285561,2.3829044566,0,0,1,0
3579,Cerisier à fleurs,DJS,35.0,6.0,serrula,48.89310137049999,2.39661602117,0,1,0,0
3580,Erable,Alignement,110.0,5.0,negundo,48.8937296376,2.3748109682000003,0,0,1,0
3584,Poirier à fleurs,PERIPHERIQUE,10.0,3.0,calleryana,48.9004944876,2.3722451812,0,1,0,0
3585,Pin,Jardin,90.0,10.0,nigra,48.8843075348,2.38890872321,1,0,0,0
3587,Robinier,Alignement,120.0,10.0,pseudoacacia,48.8927735991,2.37837490526,1,0,0,0
3590,Platane,PERIPHERIQUE,20.0,5.0,x hispanica,48.8804152652,2.40498216979,0,1,0,0
3591,Erable,Alignement,100.0,15.0,platanoides,48.8907460491,2.375899690549999,1,0,0,0
3592,Sophora,Alignement,120.0,15.0,japonica,48.893276344,2.369869301349999,1,0,0,0
3593,Platane,Alignement,200.0,20.0,x hispanica,48.878192400399996,2.404538048239999,0,0,0,1
3594,Sophora,Alignement,105.0,10.0,japonica,48.87616142129999,2.40256244365,1,0,0,0
3595,Platane,Alignement,55.0,10.0,orientalis,48.8822045543,2.39310495427,0,0,1,0
3596,Peuplier,Alignement,175.0,20.0,alba,48.892214561,2.38546745643,0,0,0,1
3597,Platane,Alignement,110.0,15.0,x hispanica,48.888251680799996,2.39006052098,1,0,0,0
3598,Platane,PERIPHERIQUE,120.0,10.0,x hispanica,48.892827153099994,2.395658841159999,1,0,0,0
3599,Erable,Alignement,140.0,15.0,pseudoplatanus,48.9017482323,2.38639962662,1,0,0,0
3600,Marronnier,Alignement,95.0,10.0,hippocastanum,48.8950941549,2.37214306397,0,0,1,0
3601,Noisetier de Byzance,Alignement,75.0,10.0,colurna,48.8822764366,2.39517161666,0,0,1,0
3602,Merisier,Alignement,40.0,5.0,avium,48.8985612324,2.37412512464,0,1,0,0
3605,Platane,Alignement,30.0,5.0,x hispanica,48.8856617383,2.3933210623,0,1,0,0
3606,Noisetier de Byzance,Alignement,80.0,15.0,colurna,48.8781645858,2.3861909088,0,0,1,0
3608,Platane,Alignement,35.0,5.0,x hispanica,48.87773256469999,2.40572173161,0,1,0,0
3611,Copalme,Alignement,115.0,15.0,styraciflua,48.88576099339999,2.3900016004999998,1,0,0,0
3613,Frêne,Alignement,85.0,10.0,excelsior,48.8906914789,2.37311588694,1,0,0,0
3614,Micocoulier,PERIPHERIQUE,30.0,4.0,australis,48.8852108744,2.39754635462,0,1,0,0
3616,Sophora,Alignement,40.0,5.0,japonica,48.87552040959999,2.37331074575,0,1,0,0
3617,Charme,Alignement,70.0,10.0,betulus,48.8772563873,2.38535128605,0,0,1,0
3618,Charme,DJS,40.0,5.0,betulus,48.8799855123,2.3780359502,0,1,0,0
3619,Robinier,Alignement,45.0,5.0,pseudoacacia,48.8799237462,2.37636077677,0,1,0,0
3622,Charme,Alignement,50.0,5.0,betulus,48.887630708299994,2.38450706893,0,1,0,0
3624,Micocoulier,Jardin,105.0,10.0,australis,48.8793793016,2.38387110693,1,0,0,0
3627,Platane,Alignement,100.0,10.0,x hispanica,48.8863481123,2.38349342251,1,0,0,0
3628,Charme,Alignement,40.0,10.0,betulus,48.8946582817,2.37283456539,0,0,1,0
3630,Cerisier à fleurs,DASCO,85.0,5.0,serrulata,48.886604296,2.388537773429999,0,0,1,0
3631,Peuplier,Alignement,130.0,15.0,x canadensis,48.8857209338,2.37291284666,1,0,0,0
3635,Platane,Alignement,160.0,20.0,x hispanica,48.88712430199999,2.3870882458000002,1,0,0,0
3637,Platane,Alignement,90.0,10.0,x hispanica,48.885146679100004,2.37891029112,1,0,0,0
3638,Tilleul,Alignement,65.0,1.0,x europaea,48.8888868655,2.378481612449999,1,0,0,0
3639,Platane,Alignement,140.0,20.0,orientalis,48.87919344259999,2.37428690987,1,0,0,0
3642,Marronnier,Jardin,170.0,17.0,hippocastanum,48.8999300158,2.373007515089999,1,0,0,0
3644,Peuplier,Alignement,30.0,4.0,nigra,48.901664949,2.37997900743,0,1,0,0
3646,Merisier,Alignement,30.0,4.0,avium,48.90063302939999,2.38039881688,0,1,0,0
3648,Platane,Alignement,20.0,5.0,x hispanica,48.8832492436,2.37095351659,0,1,0,0
3650,Platane,Alignement,130.0,20.0,x hispanica,48.89553456149999,2.38295559779,1,0,0,0
3651,Platane,Alignement,200.0,20.0,x hispanica,48.8782199897,2.40316689361,0,0,0,1
3652,Sophora,Alignement,55.0,5.0,japonica,48.87539780149999,2.39396980153,0,0,1,0
3655,Platane,Alignement,185.0,20.0,x hispanica,48.8885839407,2.39785122804,1,0,0,0
3656,Platane,Alignement,30.0,5.0,x hispanica,48.8827089473,2.37644319318,0,1,0,0
3658,Platane,Alignement,30.0,6.0,x hispanica,48.8763189262,2.37905737954,0,1,0,0
3660,Platane,DFPE,210.0,15.0,x hispanica,48.8832983226,2.389587883109999,1,0,0,0
3664,Tilleul,Alignement,50.0,10.0,cordata,48.87661799699999,2.3948267248,0,0,1,0
3665,Noyer,Alignement,50.0,7.0,nigra,48.8879216004,2.39578409948,0,1,0,0
3667,Tilleul,Alignement,85.0,8.0,tomentosa,48.8897772864,2.37230125083,1,0,0,0
3668,Platane,Alignement,40.0,5.0,orientalis,48.87645623299999,2.37879846007,0,1,0,0
3670,Noisetier de Byzance,Alignement,45.0,5.0,colurna,48.88936444659999,2.38765696402,0,1,0,0
3672,Erable,DASCO,60.0,7.0,platanoides,48.8738230321,2.37891690324,0,0,1,0
3673,Platane,Alignement,35.0,5.0,x hispanica,48.8782425681,2.37220444246,0,1,0,0
3674,Sophora,Alignement,90.0,10.0,japonica,48.892617989,2.36958587799,0,0,1,0
3676,Platane,Alignement,55.0,10.0,x hispanica,48.8796376726,2.3871463161,0,0,1,0
3677,Marronnier,Alignement,120.0,15.0,x carnea,48.8855030407,2.38621644791,1,0,0,0
3679,Tilleul,Alignement,80.0,15.0,x europaea,48.884017521,2.37015634853,1,0,0,0
3680,Chêne,DASCO,40.0,6.0,ilex,48.8920375845,2.38364599014,0,1,0,0
3681,Marronnier,Alignement,40.0,5.0,hippocastanum,48.878487815,2.37822341476,0,1,0,0
3682,Aulne,Jardin,190.0,15.0,cordata,48.8801159533,2.38088706039,0,0,0,1
3683,Peuplier,Alignement,150.0,20.0,x canadensis,48.8868509372,2.375051188439999,1,0,0,0
3686,Noisetier de Byzance,PERIPHERIQUE,36.0,5.0,colurna,48.879954981199994,2.406103414019999,0,1,0,0
3688,Platane,Alignement,160.0,20.0,x hispanica,48.8844274792,2.39922995667,1,0,0,0
3689,Poirier à fleurs,Alignement,45.0,5.0,calleryana,48.8759176155,2.37832934602,0,1,0,0
3690,Fevier,Alignement,75.0,15.0,triacanthos f. Inermis,48.8847601772,2.3913811735099992,0,0,1,0
3693,Noisetier de Byzance,Alignement,55.0,10.0,colurna,48.8773878306,2.3869590118,0,0,1,0
3694,Erable,Alignement,85.0,20.0,platanoides,48.8906956509,2.3761775184,1,0,0,0
3696,Platane,Alignement,190.0,20.0,x hispanica,48.882255666999995,2.370332712359999,0,0,0,1
3699,Peuplier,Alignement,140.0,20.0,alba,48.884094003,2.39827588457,1,0,0,0
3700,Pin,DASCO,20.0,4.0,nigra subsp. nigra,48.8945090972,2.37613748649,0,1,0,0
3701,Platane,Alignement,20.0,5.0,x hispanica,48.88342486239999,2.39620415321,0,1,0,0
3702,Sophora,Alignement,80.0,15.0,japonica,48.8826664671,2.40120488004,1,0,0,0
3703,Orme de Sibérie,PERIPHERIQUE,35.0,3.0,carpinifolia,48.8999904169,2.38545201137,0,1,0,0
3704,Platane,Alignement,55.0,6.0,x hispanica,48.8916431041,2.3982182508,0,0,1,0
3705,Cerisier à fleurs,DJS,35.0,6.0,x yedoensis,48.8934604132,2.39652844469,0,1,0,0
3706,Troene,Alignement,35.0,5.0,lucidum,48.8874654577,2.37598468171,0,1,0,0
3708,Micocoulier,Alignement,95.0,10.0,australis,48.8938749384,2.38102382198,1,0,0,0
3709,Sophora,Alignement,35.0,5.0,japonica,48.87640422609999,2.403665192199999,0,1,0,0
3712,Erable,Alignement,80.0,8.0,saccharinum,48.886407923,2.38304056366,0,0,1,0
3713,Platane,Alignement,160.0,25.0,x hispanica,48.884502433,2.38362890703,1,0,0,0
3714,Micocoulier,Alignement,65.0,10.0,australis,48.8796321902,2.40928537971,0,0,1,0
3715,Poirier à fleurs,Alignement,100.0,10.0,calleryana,48.8873783223,2.39398011881,1,0,0,0
3716,Noisetier de Byzance,Alignement,60.0,5.0,colurna,48.889987471,2.38713874383,0,1,0,0
3717,Peuplier,Alignement,20.0,5.0,x canadensis,48.8872006183,2.3783745307,0,1,0,0
3718,Micocoulier,PERIPHERIQUE,30.0,4.0,australis,48.8852897419,2.39748674957,0,1,0,0
3719,Micocoulier,Alignement,105.0,10.0,australis,48.8914448175,2.37787260589,1,0,0,0
3720,Frêne,PERIPHERIQUE,155.0,13.0,excelsior,48.9004056956,2.37264282953,1,0,0,0
3722,Marronnier,Alignement,180.0,10.0,x carnea,48.89597194609999,2.37870660881,0,0,0,1
3723,Tilleul,Alignement,55.0,5.0,platyphyllos,48.8770455545,2.39402623211,0,0,1,0
3724,Fevier,Alignement,40.0,5.0,triacanthos f. Inermis,48.8858291017,2.39300505448,0,1,0,0
3727,Marronnier,Alignement,65.0,10.0,x carnea,48.8861131236,2.38950752592,0,0,1,0
3728,Erable,Alignement,35.0,5.0,platanoides,48.890947082699995,2.37478071568,0,1,0,0
3730,Platane,Alignement,200.0,25.0,x hispanica,48.880808706699995,2.39138793246,1,0,0,0
3731,Platane,Alignement,250.0,30.0,x hispanica,48.8833762993,2.370831736979999,0,0,0,1
3732,Cerisier à fleurs,DJS,35.0,6.0,serrula,48.8949218746,2.39536066292,0,1,0,0
3737,Platane,Alignement,120.0,15.0,x hispanica,48.8999665024,2.387743112729999,1,0,0,0
3739,Sophora,Alignement,110.0,10.0,japonica,48.899062126,2.37621303999,1,0,0,0
3742,Marronnier,Alignement,45.0,5.0,x carnea,48.8760115348,2.39435051617,0,0,1,0
3744,Marronnier,Alignement,60.0,5.0,x carnea,48.8958610713,2.37923938348,0,0,1,0
3748,Robinier,Alignement,60.0,10.0,pseudoacacia,48.87941376239999,2.377200242799999,0,0,1,0
3750,Mûrier,Alignement,95.0,10.0,alba,48.8885957688,2.39869991061,1,0,0,0
3751,Platane,Alignement,40.0,10.0,x hispanica,48.8988349874,2.37199554997,0,1,0,0
3752,Sophora,Alignement,155.0,15.0,japonica,48.8941397717,2.37357016276,1,0,0,0
3754,Platane,DJS,115.0,15.0,x hispanica,48.88593831499999,2.37671851342,1,0,0,0
3755,Tilleul,Alignement,110.0,15.0,x europaea,48.88893308149999,2.3709607996899997,1,0,0,0
3760,Noyer,Alignement,70.0,5.0,nigra,48.887091695799995,2.39602449858,0,0,1,0
3761,Erable,Alignement,60.0,10.0,platanoides,48.8907119843,2.37608463745,0,0,1,0
3764,Noisetier de Byzance,Alignement,60.0,10.0,colurna,48.8777164341,2.38564970807,0,0,1,0
3767,Sophora,Alignement,140.0,10.0,japonica,48.8724884679,2.378024025539999,1,0,0,0
3768,Platane,Alignement,150.0,20.0,x hispanica,48.8827318735,2.3759586183,1,0,0,0
3769,Platane,Alignement,120.0,15.0,x hispanica,48.89186787599999,2.3981584531199998,1,0,0,0
3770,Erable,Alignement,160.0,15.0,pseudoplatanus,48.8778479094,2.40714309765,1,0,0,0
3771,Platane,Alignement,145.0,20.0,x hispanica,48.887801664,2.389674793649999,1,0,0,0
3772,Platane,Alignement,80.0,10.0,orientalis,48.8862223016,2.39569101173,0,0,1,0
3773,Marronnier,Alignement,120.0,15.0,x carnea,48.8760598775,2.39372941397,1,0,0,0
3776,Poirier à fleurs,Alignement,25.0,5.0,calleryana,48.88133905869999,2.37285074305,0,1,0,0
3777,Poirier à fleurs,Alignement,40.0,5.0,calleryana,48.8788599441,2.39504699108,0,0,1,0
3779,Platane,Alignement,165.0,15.0,x hispanica,48.9016223557,2.38569787316,1,0,0,0
3781,Cerisier à fleurs,Alignement,40.0,5.0,serrulata,48.8768558434,2.396804707199999,0,1,0,0
3786,Catalpa,DASCO,80.0,8.0,bignonioides,48.8854646147,2.36740748113,0,0,1,0
3788,Platane,Alignement,65.0,10.0,orientalis,48.874993054399994,2.3825131480499993,0,0,1,0
3789,Sophora,Alignement,105.0,15.0,japonica,48.89969244539999,2.37245832909,0,0,1,0
3791,Sophora,Alignement,30.0,5.0,japonica,48.8965913586,2.3842576430999998,0,1,0,0
3792,Marronnier,Alignement,55.0,10.0,hippocastanum,48.894564632999995,2.37282375918,0,0,1,0
3797,Cerisier à fleurs,Alignement,35.0,5.0,serrulata,48.898659589,2.37917530954,0,1,0,0
3798,Platane,Alignement,110.0,15.0,x hispanica,48.8874769535,2.38780196472,1,0,0,0
3799,Aulne,Alignement,50.0,8.0,cordata,48.899161480699995,2.38148748564,0,1,0,0
3800,Aulne,Alignement,40.0,8.0,cordata,48.899174519,2.38154114217,0,1,0,0
3802,Fevier,Jardin,20.0,5.0,triacanthos,48.89277290039999,2.34462387272,0,1,0,0
3803,Tilleul,Alignement,60.0,10.0,tomentosa,48.884996023,2.36948967807,0,0,1,0
3806,Marronnier,Alignement,145.0,20.0,hippocastanum,48.8754943861,2.38288255435,1,0,0,0
3807,Platane,Alignement,35.0,5.0,x hispanica,48.8902537791,2.39575144463,0,1,0,0
3809,Erable,Alignement,95.0,10.0,pseudoplatanus,48.8780580166,2.40673948674,1,0,0,0
3810,Robinier,Alignement,135.0,15.0,pseudoacacia,48.8936306522,2.37621522526,1,0,0,0
3811,Paulownia,Alignement,30.0,5.0,tomentosa,48.87301792489999,2.376430291669999,0,1,0,0
3812,Marronnier,Alignement,75.0,10.0,hippocastanum,48.8946547072,2.3723771618000002,0,0,1,0
3813,Micocoulier,Alignement,90.0,10.0,australis,48.8848381213,2.3865737381,1,0,0,0
3814,Platane,Alignement,30.0,5.0,orientalis,48.8779125309,2.38128363054,0,1,0,0
3815,Marronnier,Alignement,125.0,10.0,x carnea,48.8956131216,2.37896203476,1,0,0,0
3816,Platane,Alignement,160.0,20.0,x hispanica,48.8828203898,2.37408850605,1,0,0,0
3817,Platane,Alignement,60.0,15.0,x hispanica,48.8783654429,2.37331996607,0,1,0,0
3818,Sophora,Alignement,85.0,10.0,japonica,48.8994248622,2.37619535314,1,0,0,0
3819,Platane,Alignement,35.0,5.0,x hispanica,48.8962484264,2.38314172022,0,1,0,0
3821,Tilleul,Alignement,30.0,5.0,cordata,48.885345684,2.37229724539,0,1,0,0
3822,Marronnier,DASCO,50.0,6.0,hippocastanum,48.887328963,2.39839839949,0,1,0,0
3823,Aulne,Alignement,30.0,4.0,cordata,48.895711217,2.38384693274,0,1,0,0
3825,Merisier,Alignement,35.0,6.0,avium,48.8985593566,2.37403292535,0,1,0,0
3826,Charme,Alignement,35.0,10.0,betulus,48.894173293,2.373349119419999,0,0,1,0
3827,Noisetier de Byzance,Alignement,55.0,10.0,colurna,48.8781334045,2.38654676541,0,0,1,0
3828,Platane,Alignement,60.0,10.0,orientalis,48.8764269759,2.37907025756,0,0,1,0
3829,Pommier à fleurs,Alignement,20.0,5.0,sylvestris,48.8996182214,2.37812651446,0,1,0,0
3830,Erable,DASCO,40.0,5.0,platanoides,48.892315532,2.38275629874,0,1,0,0
3833,Platane,PERIPHERIQUE,34.0,5.0,x hispanica,48.8933717238,2.39547314157,0,1,0,0
3834,Marronnier,Jardin,210.0,17.0,hippocastanum,48.8999161724,2.37235107676,1,0,0,0
3835,Chicot du Canada,Alignement,65.0,15.0,dioica,48.8837270289,2.38373619853,0,0,1,0
3839,Platane,Alignement,190.0,25.0,x hispanica,48.8932169435,2.3738141222999998,0,0,0,1
3840,Erable,Alignement,135.0,15.0,pseudoplatanus,48.877970448,2.40667033303,1,0,0,0
3841,Cerisier à fleurs,DJS,35.0,6.0,serrula,48.8935968942,2.3962431047,0,1,0,0
3843,Platane,DASCO,210.0,18.0,x hispanica,48.8930404903,2.37553331734,1,0,0,0
3845,Charme,Alignement,60.0,5.0,betulus,48.887575787,2.38452112366,0,1,0,0
3846,Poirier à fruits,DASCO,10.0,1.0,communis,48.8805334098,2.37879442869,0,1,0,0
3847,Erable,Alignement,60.0,5.0,pseudoplatanus,48.8833402755,2.3857438746299993,0,0,1,0
3848,Platane,Alignement,170.0,18.0,x hispanica,48.8856138791,2.39676755573,1,0,0,0
3849,Noisetier de Byzance,Alignement,80.0,10.0,colurna,48.8847895299,2.3845530053,1,0,0,0
3850,Platane,Alignement,215.0,30.0,x hispanica,48.8831419871,2.37063471526,0,0,0,1
3851,Micocoulier,Alignement,95.0,10.0,australis,48.8917058744,2.37808251945,1,0,0,0
3853,Platane,Alignement,50.0,10.0,x hispanica,48.8816399622,2.39453940754,0,1,0,0
3854,Charme,Alignement,50.0,10.0,betulus,48.8910705449,2.381598000789999,0,1,0,0
3855,Tilleul,Alignement,65.0,5.0,cordata,48.8772842661,2.394063990569999,0,0,1,0
3856,Tilleul,Alignement,60.0,10.0,cordata,48.8765718965,2.39400523762,0,0,1,0
3857,Chêne,Jardin,10.0,3.0,robur,48.8999857983,2.37569964195,0,1,0,0
3858,Sophora,Alignement,140.0,15.0,japonica,48.87504820369999,2.37385179803,1,0,0,0
3859,Sophora,Alignement,30.0,5.0,japonica,48.8885123621,2.37414304246,0,1,0,0
3860,Noisetier de Byzance,PERIPHERIQUE,52.0,6.0,colurna,48.8792822616,2.40707134257,0,1,0,0
3861,Platane,Alignement,70.0,10.0,x hispanica,48.879645377,2.387836566759999,0,0,1,0
3863,Platane,Alignement,75.0,15.0,x hispanica,48.8785864991,2.376361423,0,0,1,0
3864,Sophora,Alignement,40.0,5.0,japonica,48.8726354035,2.3765739871,0,1,0,0
3865,Erable,Alignement,95.0,10.0,platanoides,48.8974974943,2.38853765173,1,0,0,0
3866,Sophora,Alignement,140.0,15.0,japonica,48.8753926367,2.39486704468,1,0,0,0
3867,Marronnier,Alignement,160.0,20.0,hippocastanum,48.8826083788,2.382841396549999,0,0,0,1
3868,Platane,DJS,150.0,17.0,x hispanica,48.8914614671,2.396466755059999,1,0,0,0
3871,Paulownia,Alignement,75.0,10.0,tomentosa,48.8842921039,2.38003822839,0,0,1,0
3874,Noisetier de Byzance,Alignement,60.0,10.0,colurna,48.8781393197,2.385736018999999,0,0,1,0
3875,Platane,Alignement,80.0,10.0,orientalis,48.8817286557,2.39250701922,1,0,0,0
3876,Tilleul,Alignement,85.0,10.0,tomentosa,48.876447140399996,2.39328421336,1,0,0,0
3877,Platane,Alignement,155.0,15.0,x hispanica,48.8866292668,2.39802154857,1,0,0,0
3879,Erable,Alignement,120.0,15.0,platanoides,48.8907259941,2.37538912533,1,0,0,0
3883,Peuplier,Alignement,120.0,20.0,alba,48.8844108209,2.397398667699999,1,0,0,0
3885,Platane,Alignement,225.0,20.0,x hispanica,48.884799901799994,2.3921497610899998,0,0,0,1
3886,Peuplier,Alignement,135.0,20.0,x canadensis,48.88535317059999,2.37217282835,1,0,0,0
3888,Paulownia,Alignement,90.0,10.0,tomentosa,48.8842264693,2.38009868313,0,0,1,0
3891,Prunier à fleurs,DFPE,80.0,6.0,cerasifera,48.8778398115,2.38310479864,1,0,0,0
3892,Sophora,Alignement,175.0,16.0,japonica,48.8982600906,2.38552694337,1,0,0,0
3894,Platane,Alignement,45.0,5.0,orientalis,48.8795792382,2.38694685149,0,1,0,0
3895,Catalpa,Alignement,30.0,3.0,bignonioides,48.889401383499994,2.3714963884099998,0,1,0,0
3896,Cerisier à fleurs,DJS,35.0,6.0,x yedoensis,48.8936003593,2.39742741522,0,1,0,0
3899,Prunier à fleurs,DASCO,90.0,6.0,cerasifera,48.899460494,2.374950162299999,1,0,0,0
3902,Erable,Alignement,35.0,5.0,platanoides,48.8909446141,2.37417043269,0,1,0,0
3903,Cerisier à fleurs,PERIPHERIQUE,25.0,4.0,x schmittii,48.9000997901,2.3723949001899998,0,1,0,0
3905,Peuplier,Alignement,145.0,20.0,x canadensis,48.886868555199996,2.37770862198,1,0,0,0
3909,Tilleul,Alignement,30.0,5.0,cordata,48.8965441854,2.38420437867,0,1,0,0
3911,Platane,Alignement,85.0,20.0,x hispanica,48.8760406676,2.38084825714,1,0,0,0
3915,Platane,Alignement,80.0,10.0,x hispanica,48.88460375999999,2.39203127136,0,0,1,0
3917,Platane,Alignement,100.0,15.0,x hispanica,48.899909848,2.370991319239999,1,0,0,0
3918,Sophora,Alignement,100.0,10.0,japonica,48.8759942546,2.40125222154,1,0,0,0
3921,Platane,Alignement,140.0,15.0,x hispanica,48.8890343626,2.39781489791,1,0,0,0
3922,Micocoulier,Alignement,60.0,10.0,australis,48.8785992613,2.4104554153,0,0,1,0
