,libellefrancais,domanialite,circonferenceencm,hauteurenm,espece,latitude,longitude,stadedeveloppement_A,stadedeveloppement_J,stadedeveloppement_JA,stadedeveloppement_M
3923,Sophora,Alignement,35.0,5.0,japonica,48.89249519589999,2.36953465125,0,1,0,0
3927,Chicot du Canada,Alignement,105.0,20.0,dioica,48.883356243,2.383038945699999,1,0,0,0
3929,Micocoulier,Alignement,160.0,15.0,australis,48.8921336305,2.37240350099,1,0,0,0
3933,Sophora,Alignement,50.0,5.0,japonica,48.8754046522,2.3933443767,0,0,1,0
3936,Chicot du Canada,Alignement,60.0,10.0,dioica,48.88298983789999,2.38278916285,0,0,1,0
3938,Poirier à fleurs,Alignement,80.0,10.0,calleryana,48.8803428704,2.37148720411,0,0,1,0
3940,Platane,Alignement,160.0,20.0,x hispanica,48.8888967928,2.38118319595,1,0,0,0
3941,Platane,Alignement,130.0,15.0,x hispanica,48.8999019525,2.38771727273,1,0,0,0
3942,Tilleul,Alignement,65.0,10.0,x europaea,48.8839687755,2.3696108800899998,0,0,1,0
3945,Fevier,Alignement,35.0,5.0,triacanthos f. Inermis,48.8981857427,2.37095156093,0,1,0,0
3946,Platane,PERIPHERIQUE,115.0,10.0,x hispanica,48.8930835633,2.39556554876,1,0,0,0
3947,Cerisier à fleurs,DJS,35.0,6.0,serrula,48.893434524,2.396875172659999,0,1,0,0
3948,Platane,Alignement,75.0,15.0,x hispanica,48.8781386637,2.37126105395,0,0,1,0
3950,Peuplier,Alignement,160.0,15.0,x canadensis,48.885453231999996,2.37472711014,1,0,0,0
3953,Erable,Alignement,25.0,5.0,freemanii,48.9010817777,2.38831033448,0,1,0,0
3956,Platane,Alignement,115.0,20.0,x hispanica,48.8840175257,2.375244888739999,1,0,0,0
3957,Sophora,Alignement,45.0,5.0,japonica,48.898915768,2.38374449976,0,0,1,0
3958,Hêtre,Alignement,70.0,10.0,sylvatica,48.8926937586,2.37041358193,0,0,1,0
3960,Merisier,Jardin,35.0,4.0,avium,48.8999441353,2.38083655931,0,1,0,0
3961,Tilleul,Alignement,70.0,10.0,tomentosa,48.87728863809999,2.3933699214,0,0,1,0
3964,Platane,Alignement,145.0,20.0,x hispanica,48.8893465042,2.382086322609999,1,0,0,0
3965,Platane,Alignement,60.0,10.0,orientalis,48.8799920757,2.37422509095,0,1,0,0
3966,Poirier à fleurs,Alignement,80.0,10.0,calleryana,48.8878473478,2.38841599977,0,0,0,1
3967,Sophora,Alignement,175.0,15.0,japonica,48.8940966745,2.39460840875,1,0,0,0
3968,Charme,Jardin,105.0,10.0,betulus,48.890409826,2.3754920673,1,0,0,0
3971,Noisetier de Byzance,Alignement,65.0,5.0,colurna,48.882184482099994,2.39418296013,0,0,1,0
3972,Sophora,Alignement,100.0,10.0,japonica,48.8896622867,2.36902384445,0,0,1,0
3978,Merisier,DJS,205.0,7.0,avium,48.8896029205,2.398077534369999,1,0,0,0
3981,Platane,Alignement,40.0,5.0,orientalis,48.882345330999996,2.393407641789999,0,1,0,0
3982,Chêne,Jardin,30.0,4.0,petraea,48.9000763303,2.376595320589999,0,1,0,0
3984,Tilleul,Alignement,60.0,10.0,x europaea,48.8834917861,2.370408256529999,0,0,1,0
3985,Tilleul,Alignement,100.0,15.0,tomentosa,48.8873172207,2.37224239972,1,0,0,0
3986,Platane,Alignement,130.0,25.0,x hispanica,48.87610098849999,2.38056540393,1,0,0,0
3988,Robinier,Alignement,140.0,20.0,pseudoacacia,48.8821144794,2.37137799341,1,0,0,0
3989,Marronnier,Alignement,155.0,15.0,hippocastanum,48.8946836851,2.37270877825,1,0,0,0
3994,Micocoulier,Alignement,115.0,15.0,australis,48.88494715269999,2.3862695966,1,0,0,0
3996,Peuplier,Alignement,150.0,15.0,x canadensis,48.88810355489999,2.37757086578,1,0,0,0
3997,Sophora,Alignement,25.0,5.0,japonica,48.896636908,2.38430643935,0,1,0,0
3998,Platane,Alignement,130.0,12.0,x hispanica,48.88944010269999,2.38006574364,1,0,0,0
3999,Robinier,Alignement,125.0,15.0,pseudoacacia,48.8790647268,2.3714295582,1,0,0,0
4002,Platane,Alignement,205.0,25.0,x hispanica,48.899126775999996,2.3704362038299998,1,0,0,0
4003,Sophora,Alignement,95.0,15.0,japonica,48.8759221033,2.40139828356,1,0,0,0
4005,Erable,DFPE,60.0,8.0,pseudoplatanus,48.8849847937,2.36892357661,0,1,0,0
4008,Pin,DJS,55.0,5.0,nigra subsp. nigra,48.8903710377,2.397185288389999,0,0,1,0
4009,Sophora,Alignement,105.0,10.0,japonica,48.8932905496,2.36980879097,1,0,0,0
4012,Platane,Alignement,90.0,15.0,x hispanica,48.8891903839,2.39404598334,1,0,0,0
4013,Platane,DJS,40.0,6.0,x hispanica,48.8925611814,2.39629207562,0,1,0,0
4015,Marronnier,Alignement,110.0,15.0,x carnea,48.87850662769999,2.40082178784,1,0,0,0
4016,Platane,Alignement,30.0,4.0,x hispanica,48.8979189397,2.37041702366,0,1,0,0
4021,Peuplier,PERIPHERIQUE,55.0,7.0,x canadensis,48.880893764,2.40362357403,0,0,1,0
4023,Chêne,Alignement,60.0,10.0,ilex,48.8841398661,2.39553486276,0,0,1,0
4024,Sophora,Alignement,120.0,15.0,japonica,48.8994639876,2.37416742831,1,0,0,0
4027,Pin,Jardin,50.0,6.0,sylvestris,48.8999409044,2.3809230929,0,1,0,0
4028,Cerisier à fleurs,DJS,35.0,6.0,serrula,48.8950022302,2.39531825258,0,1,0,0
4029,Poirier à fleurs,Alignement,35.0,7.0,calleryana,48.878839259799996,2.39485486772,0,0,1,0
4031,Cerisier à fleurs,DJS,35.0,6.0,serrula,48.8949562998,2.39524121936,0,1,0,0
4032,Cedrele,Alignement,155.0,12.0,sinensis,48.8874881486,2.39590951951,1,0,0,0
4035,Aulne,Alignement,30.0,5.0,cordata,48.8972529728,2.3834477230099997,0,0,1,0
4037,Sophora,Alignement,110.0,15.0,japonica,48.8886824751,2.37430595914,1,0,0,0
4039,Poirier à fleurs,Alignement,30.0,5.0,calleryana,48.8754872318,2.37850623332,0,1,0,0
4040,Pterocarya,Jardin,135.0,10.0,fraxinifolia,48.8825587946,2.39764154776,1,0,0,0
4041,Marronnier,Alignement,50.0,5.0,x carnea,48.8766075998,2.37918681984,0,1,0,0
4042,Tilleul,Alignement,50.0,10.0,cordata,48.8765141958,2.392933217299999,0,0,1,0
4044,Platane,Alignement,145.0,15.0,x hispanica,48.8849815068,2.37890987473,1,0,0,0
4045,Erable,Alignement,65.0,10.0,cappadocicum,48.88422005,2.37043175658,0,0,1,0
4046,Platane,Alignement,120.0,15.0,x hispanica,48.8836718977,2.37392809414,1,0,0,0
4047,Noisetier de Byzance,Alignement,80.0,10.0,colurna,48.885003648,2.384610312539999,1,0,0,0
4048,Platane,Alignement,100.0,15.0,x hispanica,48.8990534134,2.3710308031,1,0,0,0
4050,Sophora,Alignement,65.0,10.0,japonica,48.8903395985,2.37632386606,0,0,1,0
4052,Platane,Alignement,150.0,20.0,x hispanica,48.8795411511,2.38535242332,1,0,0,0
4055,Micocoulier,Alignement,25.0,5.0,australis,48.8908073874,2.39514503435,0,1,0,0
4057,Micocoulier,Alignement,25.0,2.0,australis,48.8916545846,2.39495331047,0,1,0,0
4058,Platane,DJS,125.0,15.0,x hispanica,48.8860791962,2.37655651065,1,0,0,0
4059,Chêne,Alignement,55.0,10.0,ilex,48.88514041279999,2.39576535492,0,0,1,0
4062,Troene,DFPE,80.0,15.0,sinense,48.8896352332,2.37735061945,1,0,0,0
4063,Peuplier,Alignement,30.0,8.0,x canadensis,48.884316404,2.39766023115,0,1,0,0
4064,Platane,Alignement,95.0,15.0,orientalis,48.8786361382,2.37438193337,1,0,0,0
4066,Platane,Alignement,160.0,15.0,x hispanica,48.8861295559,2.38329208241,1,0,0,0
4069,Palmier,Alignement,40.0,5.0,fortunei,48.8940138814,2.3736227558,0,0,1,0
4070,Platane,Alignement,50.0,5.0,x hispanica,48.8792097591,2.37036794342,0,0,1,0
4072,Platane,Alignement,225.0,25.0,orientalis,48.88038447729999,2.374252037509999,0,0,0,1
4076,Platane,Alignement,125.0,20.0,x hispanica,48.8832386847,2.38844872942,1,0,0,0
4078,Marronnier,Alignement,115.0,16.0,hippocastanum,48.8757442304,2.392282211449999,1,0,0,0
4079,Micocoulier,Alignement,25.0,5.0,australis,48.8925808084,2.39472509203,0,1,0,0
4080,Sophora,Alignement,45.0,10.0,japonica,48.8930003356,2.3794291509,0,0,1,0
4081,Poirier à fleurs,Alignement,35.0,6.0,calleryana,48.87842292119999,2.3940346263,0,0,1,0
4082,Micocoulier,Alignement,110.0,10.0,australis,48.8907580428,2.383501324219999,0,0,1,0
4084,Poirier à fleurs,Alignement,105.0,10.0,calleryana,48.8877489287,2.39438453231,1,0,0,0
4087,Platane,Alignement,205.0,30.0,x hispanica,48.87799021599999,2.37102576271,0,0,0,1
4090,Chêne,Alignement,60.0,5.0,ilex,48.89392350159999,2.37539996132,0,0,1,0
4092,Marronnier,Jardin,170.0,15.0,hippocastanum,48.8999200117,2.3753008971,1,0,0,0
4093,Amélanchier,PERIPHERIQUE,15.0,3.0,lamarckii,48.9001429018,2.38296081672,0,1,0,0
4098,Catalpa,DASCO,135.0,8.0,bignonioides,48.8787641446,2.39523506772,1,0,0,0
4101,Peuplier,Alignement,170.0,20.0,x canadensis,48.8879932584,2.37734878842,0,0,0,1
4103,Marronnier,DASCO,65.0,7.0,hippocastanum,48.8853801131,2.39200692043,0,0,1,0
4104,Cerisier à fleurs,Alignement,35.0,5.0,serrulata,48.8986618776,2.379262907439999,0,1,0,0
4106,Sophora,Alignement,105.0,15.0,japonica,48.8765797178,2.4040021494299992,1,0,0,0
4107,Platane,Alignement,145.0,20.0,x hispanica,48.8829646949,2.38905096997,1,0,0,0
4108,Sophora,Alignement,95.0,10.0,japonica,48.899172140199994,2.37418083973,0,0,1,0
4110,Platane,Alignement,120.0,17.0,x hispanica,48.890149199499994,2.379296652109999,1,0,0,0
4111,Platane,Alignement,120.0,15.0,x hispanica,48.878953225000004,2.38272043491,1,0,0,0
4113,Sophora,Alignement,90.0,10.0,japonica,48.875418029399995,2.39617162221,1,0,0,0
4116,Micocoulier,Alignement,25.0,5.0,australis,48.8899630675,2.3952941135,0,1,0,0
4117,Frêne,Alignement,110.0,15.0,excelsior,48.8900040992,2.37221105588,1,0,0,0
4120,Charme,DJS,55.0,5.0,betulus,48.8803143962,2.37868352574,0,1,0,0
4121,Aulne,Alignement,30.0,4.0,cordata,48.8957968221,2.384170226699999,0,1,0,0
4122,Erable,Alignement,120.0,12.0,pseudoplatanus,48.8777283965,2.4072681936,1,0,0,0
4127,Platane,Alignement,55.0,10.0,x hispanica,48.8787499429,2.377842580119999,0,1,0,0
4128,Platane,Alignement,50.0,8.0,x hispanica,48.8884784365,2.37799290115,0,1,0,0
4129,Platane,Alignement,50.0,6.0,x hispanica,48.89574066,2.38332440909,0,1,0,0
4130,Marronnier,Alignement,125.0,15.0,hippocastanum,48.8947465094,2.372648294949999,1,0,0,0
4132,Platane,Alignement,160.0,15.0,orientalis,48.8858857577,2.398375253149999,1,0,0,0
4134,Sophora,Alignement,80.0,10.0,japonica,48.8983302568,2.38484931617,1,0,0,0
4136,Platane,Alignement,155.0,20.0,x hispanica,48.8852826771,2.38006812275,1,0,0,0
4137,Sophora,Alignement,30.0,5.0,japonica,48.87281471229999,2.37922142,0,1,0,0
4139,Noisetier de Byzance,Alignement,75.0,10.0,colurna,48.87849170549999,2.39700441129,0,0,1,0
4140,Platane,Alignement,115.0,20.0,x hispanica,48.8989541056,2.37103318963,1,0,0,0
4142,Erable,Alignement,95.0,15.0,cappadocicum,48.884120342,2.36979591977,1,0,0,0
4143,Chêne,Alignement,60.0,10.0,ilex,48.8838584297,2.39496833312,0,0,1,0
4144,Chêne,DASCO,50.0,6.0,ilex,48.892070721,2.38358418347,0,1,0,0
4145,Peuplier,Alignement,190.0,20.0,x canadensis,48.8860510679,2.3735778608800002,1,0,0,0
4150,Poirier à fleurs,Alignement,25.0,5.0,calleryana,48.8822921404,2.37064678594,0,1,0,0
4151,Robinier,Alignement,45.0,10.0,pseudoacacia,48.87928268979999,2.37779960525,1,0,0,0
4152,Noisetier de Byzance,Alignement,80.0,15.0,colurna,48.87751264949999,2.38614658931,0,0,1,0
4153,Micocoulier,Alignement,55.0,5.0,australis,48.8781746054,2.383677508119999,0,0,1,0
4156,Platane,Alignement,20.0,5.0,x hispanica,48.8888655164,2.39280391903,0,1,0,0
4157,Micocoulier,Alignement,110.0,15.0,australis,48.8830302726,2.37203057167,1,0,0,0
4158,Tilleul,Jardin,160.0,10.0,tomentosa,48.8941285329,2.384057878709999,1,0,0,0
4159,Charme,PERIPHERIQUE,120.0,6.0,betulus,48.900961060499995,2.37365374755,0,0,1,0
4162,Platane,Alignement,215.0,18.0,x hispanica,48.8956056121,2.38342792291,1,0,0,0
4164,Erable,DASCO,50.0,5.0,pseudoplatanus,48.8882562047,2.36996849716,0,1,0,0
4165,Pin,DJS,65.0,10.0,nigra subsp. nigra,48.8908085205,2.39725314691,0,0,1,0
4166,Tilleul,Alignement,75.0,10.0,tomentosa,48.8765487207,2.39343344559,1,0,0,0
4167,Micocoulier,Alignement,60.0,10.0,australis,48.879601912,2.40896147679,0,1,0,0
4168,Noisetier de Byzance,Alignement,65.0,5.0,colurna,48.88211155929999,2.39389227224,0,1,0,0
4171,Marronnier,Alignement,160.0,20.0,hippocastanum,48.89080798959999,2.3766809371,1,0,0,0
4172,Platane,Alignement,160.0,15.0,x hispanica,48.8827442234,2.37818012151,1,0,0,0
4173,Tilleul,Alignement,75.0,15.0,x europaea,48.8889363422,2.37842540718,1,0,0,0
4175,Platane,Alignement,40.0,6.0,x hispanica,48.8964630319,2.38301288742,0,0,1,0
4176,Marronnier,DASCO,130.0,10.0,hippocastanum,48.8806309079,2.38979928722,1,0,0,0
4178,Sophora,Alignement,35.0,5.0,japonica,48.8885827465,2.39572547745,0,1,0,0
4179,Peuplier,Alignement,115.0,15.0,x canadensis,48.8877700865,2.37690183079,0,0,1,0
4180,Marronnier,Alignement,90.0,12.0,hippocastanum,48.8807405709,2.37984228001,1,0,0,0
4181,Sophora,Alignement,175.0,20.0,japonica,48.8946598233,2.37405569577,0,0,0,1
4182,Tilleul,Alignement,100.0,10.0,x europaea,48.8885613161,2.37849651749,0,0,1,0
4185,Cerisier à fleurs,DJS,35.0,6.0,serrula,48.8934109883,2.39693934348,0,1,0,0
4187,Peuplier,Alignement,140.0,20.0,x canadensis,48.8875076073,2.37650569684,1,0,0,0
4188,Poirier à fleurs,PERIPHERIQUE,15.0,3.0,calleryana,48.9000563827,2.37263225266,0,1,0,0
4190,Marronnier,Alignement,85.0,8.0,x carnea,48.8779505281,2.378195823869999,0,0,1,0
4192,Bouleau,DASCO,85.0,10.0,pendula,48.8863737449,2.38113165697,0,0,1,0
4193,Platane,DFPE,205.0,15.0,x hispanica,48.8897113567,2.3717335749,1,0,0,0
4194,Platane,Alignement,150.0,15.0,x hispanica,48.8827508054,2.378044868059999,1,0,0,0
4195,Peuplier,Alignement,160.0,20.0,x canadensis,48.8872776168,2.378396754,1,0,0,0
4198,Pin,Alignement,20.0,5.0,sylvestris,48.889450597,2.38813635819,0,1,0,0
4199,Platane,Alignement,140.0,20.0,x hispanica,48.9014189305,2.38594320628,1,0,0,0
4201,Tulipier,Alignement,100.0,15.0,tulipifera,48.8854876361,2.37520695931,1,0,0,0
4204,Platane,Alignement,110.0,15.0,x hispanica,48.8856006573,2.38064097196,1,0,0,0
4205,Marronnier,Alignement,95.0,15.0,hippocastanum,48.8859720792,2.38932343062,1,0,0,0
4207,Poirier à fleurs,Alignement,90.0,10.0,calleryana,48.8871402694,2.39402587393,1,0,0,0
4208,Platane,Alignement,110.0,10.0,x hispanica,48.878751981799994,2.38225838247,0,0,1,0
4209,Sophora,Alignement,145.0,15.0,japonica,48.8759764306,2.40186220756,1,0,0,0
4210,Erable,Alignement,125.0,15.0,pseudoplatanus,48.8786362422,2.39397778144,1,0,0,0
4211,Micocoulier,Alignement,90.0,15.0,australis,48.882889126,2.37271905913,1,0,0,0
4213,Platane,PERIPHERIQUE,113.0,10.0,x hispanica,48.8935664973,2.39542670356,1,0,0,0
4215,Ailante,PERIPHERIQUE,70.0,5.0,altissima,48.9005383142,2.38321272646,0,0,1,0
4216,Platane,Alignement,210.0,25.0,x hispanica,48.8988683013,2.37364994069,0,0,0,1
4217,Platane,Alignement,80.0,15.0,x hispanica,48.87970174949999,2.39926315921,0,0,1,0
4220,Micocoulier,Alignement,115.0,10.0,australis,48.894294791,2.38442365017,0,0,1,0
4221,Platane,Alignement,85.0,10.0,x hispanica,48.8834592468,2.37312104923,0,0,1,0
4223,Paulownia,Alignement,30.0,5.0,tomentosa,48.8838225458,2.38070341112,0,1,0,0
4226,Robinier,Alignement,65.0,5.0,pseudoacacia,48.8804775045,2.375130261419999,0,0,1,0
4228,Micocoulier,Alignement,110.0,10.0,australis,48.8830249047,2.37213709421,1,0,0,0
4229,Pin,Jardin,40.0,3.0,pinea,48.8901692726,2.3981465965,0,1,0,0
4230,Sophora,Alignement,155.0,15.0,japonica,48.8959646669,2.37421509903,1,0,0,0
4231,Marronnier,Alignement,140.0,18.0,hippocastanum,48.8943189473,2.37305544743,1,0,0,0
4233,Platane,Alignement,170.0,25.0,x hispanica,48.8811465383,2.39188684105,1,0,0,0
4234,Chêne,Alignement,30.0,5.0,ilex,48.8775614519,2.39543606094,0,1,0,0
4237,Erable,DASCO,45.0,5.0,platanoides,48.886242372,2.37922768858,0,1,0,0
4238,Tilleul,Alignement,80.0,10.0,x europaea,48.8879803689,2.37974822693,0,0,1,0
4240,Platane,DASCO,180.0,25.0,x hispanica,48.8763467054,2.38914657153,0,0,0,1
4242,Peuplier,Alignement,130.0,20.0,x canadensis,48.8871624257,2.37829864517,1,0,0,0
4244,Micocoulier,Alignement,105.0,10.0,australis,48.87421308479999,2.377106921179999,1,0,0,0
4245,Platane,Alignement,40.0,5.0,x hispanica,48.8825624658,2.37949856799,0,1,0,0
4247,Tilleul,Alignement,65.0,10.0,cordata,48.8765631632,2.39434095193,1,0,0,0
4249,Platane,Alignement,145.0,20.0,x hispanica,48.888210006399994,2.39536948599,1,0,0,0
4252,Platane,Alignement,135.0,15.0,x hispanica,48.89194916889999,2.39841866349,1,0,0,0
4253,Sophora,Alignement,105.0,15.0,japonica,48.8754973684,2.39379608857,1,0,0,0
4254,Platane,Alignement,35.0,5.0,x hispanica,48.8778685659,2.40501112895,0,1,0,0
4256,Platane,Alignement,180.0,20.0,x hispanica,48.8817983981,2.39437255812,1,0,0,0
4258,Platane,Alignement,65.0,15.0,orientalis,48.8801889966,2.3917327879,1,0,0,0
4259,Platane,Alignement,35.0,5.0,x hispanica,48.8800452407,2.40042601762,0,1,0,0
4260,Platane,DASCO,155.0,16.0,x hispanica,48.876032209099996,2.37742267024,1,0,0,0
4261,Platane,Alignement,45.0,10.0,orientalis,48.8762812977,2.376042615469999,0,1,0,0
4264,Platane,Alignement,60.0,10.0,x hispanica,48.8844511638,2.39136418028,0,0,1,0
4265,Sophora,Alignement,120.0,15.0,japonica,48.875759668799994,2.37303432199,1,0,0,0
4267,Sophora,Alignement,140.0,15.0,japonica,48.8753466236,2.3950016167,1,0,0,0
4268,Marronnier,Alignement,70.0,5.0,x carnea,48.8957859116,2.37907385006,0,0,1,0
4270,Platane,Alignement,35.0,5.0,x hispanica,48.8987201635,2.37762218432,0,1,0,0
4271,Cerisier à fleurs,DASCO,90.0,5.0,serrulata,48.8881002976,2.38215819781,0,0,1,0
4272,Cedrele,Alignement,140.0,15.0,sinensis,48.8736324287,2.37546710087,0,0,0,1
4273,Noisetier de Byzance,Alignement,70.0,10.0,colurna,48.8904364286,2.38617810903,0,0,1,0
4274,Poirier à fleurs,Alignement,85.0,10.0,calleryana,48.887249247599996,2.39386918166,1,0,0,0
4276,Fevier,Alignement,105.0,15.0,triacanthos f. Inermis,48.884727335899996,2.3913001876399997,1,0,0,0
4278,Micocoulier,Alignement,140.0,17.0,australis,48.8745712071,2.3783972528199993,1,0,0,0
4280,Platane,Alignement,156.0,20.0,x hispanica,48.8769082017,2.38099472805,1,0,0,0
4281,Platane,Alignement,25.0,5.0,x hispanica,48.8875931522,2.3948318086400002,0,1,0,0
4285,Micocoulier,Alignement,90.0,10.0,australis,48.89124005989999,2.38590249658,0,0,1,0
4286,Platane,DASCO,210.0,17.0,x hispanica,48.876105812999995,2.37749924733,1,0,0,0
4288,Marronnier,PERIPHERIQUE,25.0,5.0,x carnea,48.900105114599995,2.38398843348,0,1,0,0
4290,Marronnier,Alignement,55.0,10.0,x carnea,48.8757278622,2.39489007752,0,0,1,0
4291,Cerisier à fleurs,DASCO,30.0,4.0,serrulata,48.877377584,2.4055556077,0,1,0,0
4294,Fevier,Alignement,115.0,15.0,triacanthos f. Inermis,48.88501354209999,2.3919277438,1,0,0,0
4295,Platane,Alignement,40.0,5.0,x hispanica,48.8934710866,2.37353643214,0,1,0,0
4297,Prunier à fleurs,Alignement,85.0,5.0,cerasifera,48.8883384173,2.3818614144,1,0,0,0
4299,Cedrele,Alignement,45.0,6.0,sinensis,48.8865198042,2.39642687998,0,1,0,0
4301,Noisetier de Byzance,Alignement,55.0,5.0,colurna,48.8895650013,2.38561983178,0,1,0,0
4302,Platane,Alignement,60.0,5.0,x hispanica,48.8898585853,2.379859300919999,0,1,0,0
4303,Charme,DJS,50.0,5.0,betulus,48.8802132744,2.37847711872,0,1,0,0
4304,Platane,Alignement,135.0,15.0,x hispanica,48.8881196292,2.39087943194,1,0,0,0
4305,Cerisier à fleurs,DASCO,50.0,4.0,serrulata,48.886698698800004,2.38849741721,0,1,0,0
4306,Tulipier,Alignement,85.0,10.0,tulipifera,48.8840306979,2.38644033938,1,0,0,0
4307,Platane,Alignement,220.0,25.0,x hispanica,48.8837693483,2.39816525414,0,0,0,1
4308,Fevier,Alignement,80.0,15.0,triacanthos,48.880221687399995,2.37261573335,1,0,0,0
4309,Catalpa,Alignement,115.0,10.0,bignonioides,48.9007626315,2.38746600717,1,0,0,0
4310,Sophora,Alignement,30.0,5.0,japonica,48.89949422699999,2.37628182122,0,1,0,0
4312,Charme,DJS,30.0,5.0,betulus,48.8796019726,2.3779956569,0,1,0,0
4313,Peuplier,Alignement,85.0,15.0,x canadensis,48.8865739762,2.37711262719,0,0,1,0
4314,Marronnier,Alignement,135.0,15.0,hippocastanum,48.882710380599995,2.3832096443,0,0,0,1
4318,Platane,Alignement,40.0,5.0,x hispanica,48.8882516198,2.39045119643,0,1,0,0
4321,Frêne à fleurs,Alignement,30.0,4.0,ornus,48.8964379121,2.38336172033,0,1,0,0
4323,Pin,Jardin,40.0,4.0,sylvestris,48.9000253408,2.37646952332,0,1,0,0
4324,Sophora,Alignement,135.0,15.0,japonica,48.8848226862,2.39855802031,1,0,0,0
4326,Fevier,Alignement,85.0,10.0,triacanthos f. Inermis,48.8853575923,2.39234318009,0,0,1,0
4328,Platane,Alignement,220.0,20.0,x hispanica,48.882188989,2.37033409129,0,0,0,1
4329,Platane,Alignement,160.0,20.0,x hispanica,48.8986664607,2.38687224795,1,0,0,0
4330,Erable,Alignement,75.0,7.0,pseudoplatanus,48.8776014588,2.407243295949999,1,0,0,0
4331,Tilleul,Alignement,70.0,10.0,x europaea,48.8833517544,2.37022579143,0,0,1,0
4332,Paulownia,Alignement,85.0,10.0,tomentosa,48.8891471363,2.378727300059999,1,0,0,0
4334,Sophora,PERIPHERIQUE,155.0,11.0,japonica,48.8947981374,2.39451690271,1,0,0,0
4335,Platane,Alignement,35.0,5.0,x hispanica,48.89861652889999,2.37237698961,0,1,0,0
4337,Marronnier,Alignement,100.0,15.0,hippocastanum,48.8860167563,2.38963711588,1,0,0,0
4338,Platane,Alignement,50.0,5.0,x hispanica,48.8893687284,2.38032208491,0,1,0,0
4339,Micocoulier,Alignement,65.0,10.0,australis,48.879094392,2.410056778089999,0,0,1,0
4340,Poirier à fleurs,PERIPHERIQUE,15.0,3.0,calleryana,48.9000451445,2.373012403169999,0,1,0,0
4344,Chêne,Alignement,55.0,10.0,ilex,48.8836649179,2.39575109804,0,0,1,0
4345,Platane,Alignement,35.0,5.0,x hispanica,48.8902128962,2.39669319002,0,1,0,0
4347,Platane,Alignement,165.0,15.0,x hispanica,48.88698883939999,2.39799223107,1,0,0,0
4351,Micocoulier,Alignement,105.0,10.0,australis,48.8830096276,2.372463483479999,1,0,0,0
4353,Noisetier de Byzance,Alignement,50.0,10.0,colurna,48.8783645992,2.396773325289999,0,0,1,0
4354,Peuplier,Alignement,60.0,10.0,tremula,48.895512453,2.38444733423,0,0,1,0
4355,Platane,Alignement,90.0,15.0,x hispanica,48.8867099277,2.38550344107,1,0,0,0
4359,Platane,Alignement,280.0,25.0,orientalis,48.88026835179999,2.39320342619,0,0,0,1
4362,Poirier à fleurs,Alignement,40.0,5.0,calleryana,48.88301405539999,2.38260051922,0,1,0,0
4363,Platane,Alignement,200.0,25.0,x hispanica,48.8826386354,2.38044084138,0,0,0,1
4365,Chicot du Canada,Alignement,60.0,10.0,dioica,48.8836243179,2.38360713242,0,0,1,0
4366,Micocoulier,PERIPHERIQUE,30.0,4.0,australis,48.8848064966,2.39788668501,0,1,0,0
4367,Frêne à fleurs,Alignement,30.0,4.0,ornus,48.8950761808,2.38478942496,0,1,0,0
4368,Cedrele,Alignement,95.0,10.0,sinensis,48.88221518,2.37082381119,1,0,0,0
4370,Tilleul,Alignement,150.0,15.0,tomentosa,48.88764083899999,2.372636383279999,0,0,0,1
4371,Micocoulier,Alignement,60.0,10.0,australis,48.879612802,2.40937131085,0,0,1,0
